Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genus_Species,ERR1713331,ERR1713332,ERR1725942,ERR1725946,ERR1725948,ERR1725949,ERR1725950,ERR1725952,ERR1713339,ERR1713340,ERR1725960,ERR1713342,ERR1725963,ERR1713344,ERR1725965,ERR1713346,ERR1725966,ERR1725968,ERR1713349,ERR1713350,ERR1713351,ERR1713352,ERR1713353,ERR1725971,ERR1713355,ERR1713356,ERR1713357,ERR1713358,ERR1713359,ERR1725977,ERR1713361,ERR1713362,ERR1725979,ERR1713364,ERR1713365,ERR1725984,ERR1713367,ERR1713368,ERR1725985,ERR1713370,ERR1713371,ERR1713372,ERR1713373,ERR1725988,ERR1725991,ERR1713376,ERR1725995,ERR1713378,ERR1725998,ERR1713380,ERR1713381,ERR1713382,ERR1713383,ERR1713384,ERR1713385,ERR1713386,ERR1726001,ERR1713388,ERR1713389,ERR1726004,ERR1713391,ERR1726006,ERR1726007,ERR1713394,ERR1713395,ERR1713396,ERR1713397,ERR1713398,ERR1726013,ERR1713400,ERR1726017,ERR1713402,ERR1713403,ERR1726026,ERR1713405,ERR1713406,ERR1713407,ERR1713408,ERR1713409,ERR1713410,ERR1726032
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylovorus,glucosotrophus,Methylovorus_glucosotrophus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,aurum,Microbacterium_aurum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,barkeri,Microbacterium_barkeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,chocolatum,Microbacterium_chocolatum,5,2,10,0,0,0,0,0,0,0,0,6,0,1,0,2,0,2,1,1,0,3,1,1,4,3,0,0,0,0,0,1,4,0,0,0,1,3,1,0,0,0,1,3,0,0,1,1,0,1,3,1,1,4,0,1,0,0,2,1,1,0,0,0,1,0,2,1,0,0,1,1,0,0,1,0,0,3,1,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,gubbeenense,Microbacterium_gubbeenense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,lacticum,Microbacterium_lacticum,5,0,3,3,0,0,0,0,0,1,1,5,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,2,1,2,2,0,0,0,0,4,0,0,1,0,0,3,0,2,1,0,1,0,0,1,0,3,1,0,4,1,4,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,maritypicum,Microbacterium_maritypicum,17,0,1,0,0,0,0,0,1,0,0,7,0,0,0,0,0,5,0,4,0,5,0,0,0,3,0,0,0,1,0,5,2,0,0,0,1,4,1,1,1,5,0,3,2,1,0,0,0,1,1,1,0,1,0,0,0,3,2,0,0,0,0,0,3,0,5,2,0,0,1,1,0,0,3,0,2,4,1,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Microbispora,mesophila,Microbispora_mesophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Microbispora,rosea,Microbispora_rosea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Microbulbifer,elongatus,Microbulbifer_elongatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,luteus,Micrococcus_luteus,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,1,1,0,1,3,8,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,4,1,2,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Micrococcus,lylae,Micrococcus_lylae,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Microvirgula,aerodenitrificans,Microvirgula_aerodenitrificans,0,0,3,4,5,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,15,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,4,0,10,3,0,13,0,0,3,0,0,2
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Gordoniaceae,Millisia,brevis,Millisia_brevis,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Mitsuaria,chitosanitabida,Mitsuaria_chitosanitabida,3,6,2,1,2,0,31,1,0,1,0,7,0,11,3,0,0,1,2,19,1,2,0,3,8,6,2,0,0,5,0,1,1,3,82,1,22,3,7,0,0,10,0,8,1,1,1,0,2,14,1,5,1,0,0,0,2,7,4,0,0,0,0,2,3,4,2,2,1,0,1,0,0,0,5,3,2,2,0,0,0
Bacteria,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Mitsuokella,multacida,Mitsuokella_multacida,10,1,6,5,1,2,14,0,0,1,0,1,0,8,3,4,1,3,16,19,3,1,6,0,126,12,0,0,6,1,0,170,10,4,0,3,4,2,15,19,9,13,9,24,2,2,17,18,0,3,14,2,10,382,23,29,0,3,21,1,1,3,0,0,0,119,3,0,2,5,2,4,3,0,11,3,7,37,12,66,8
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,lincolnii,Moraxella_lincolnii,44,47,54,6,16,7,1,0,6,0,2,8,3,6,9,1,4,1,20,33,1,47,0,20,19,11,18,0,813,0,2,0,44,6,13,1,22,27,52,19,3,10,7,86,4,44,1,2,0,22,7,413,8,5,17,95,2,8,12,3,8,21,5,8,84,3,26,16,16,8,1,11,2,1,4,78,57,23,2,2,1
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,morganii,Morganella_morganii,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,2,0,3,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1
Bacteria,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,kameinonensis,Mucilaginibacter_kameinonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,schaedleri,Mucispirillum_schaedleri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricola,jejuensis,Muricola_jejuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,arupense,Mycobacterium_arupense,0,0,2,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,1,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,celatum,Mycobacterium_celatum,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,gordonae,Mycobacterium_gordonae,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,llatzerense,Mycobacterium_llatzerense,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Mycobacteriaceae,Mycobacterium,vaccae,Mycobacterium_vaccae,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,odoratimimus,Myroides_odoratimimus,1,0,0,2,1,0,5,0,0,0,0,1,0,1,0,0,0,0,6,3,0,66,1,0,1,0,5,0,0,0,0,1,2,5,1,1,4,9,0,0,0,2,1,0,0,2,0,0,0,17,0,12,2,0,2,0,0,2,0,0,0,2,0,1,30,0,0,1,0,1,0,1,0,0,1,0,76,2,0,4,0
Bacteria,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,exedens,Nannocystis_exedens,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nautella,italica,Nautella_italica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Necropsobacter,rosorum,Necropsobacter_rosorum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1,5,3,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,animaloris,Neisseria_animaloris,13,8,20,0,1,2,0,1,3,3,3,7,0,2,0,0,11,4,13,27,2,2,1,1,35,4,0,0,2,0,0,0,1,5,1,4,11,7,10,1,0,17,7,10,0,34,2,1,1,2,3,1,12,15,37,7,3,11,4,0,1,0,0,0,1,0,3,2,20,82,0,77,34,2,138,16,0,17,47,5,2
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,bacilliformis,Neisseria_bacilliformis,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,canis,Neisseria_canis,3,3,44,0,0,115,0,2,2,0,2,4,0,2,78,4,0,1,6,6,1,1,8,1,22,9,1,0,0,0,0,11,5,37,1,0,5,15,52,4,9,4,1,7,0,9,21,23,0,2,0,3,7,40,298,67,41,4,5,0,3,0,0,0,0,9,4,2,377,592,0,244,38,17,23,8,3,8,201,220,10
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,cinerea,Neisseria_cinerea,224,145,890,49,51,110,27,27,24,21,91,236,50,60,99,6,228,68,275,555,22,168,13,123,612,203,30,9,8,60,10,61,118,197,57,178,243,213,321,10,4,274,67,397,74,209,15,57,20,160,35,101,93,106,486,68,21,138,180,46,45,85,0,9,68,26,93,61,663,641,62,632,125,25,747,254,31,253,395,130,102
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,iguanae,Neisseria_iguanae,3,5,50,2,0,1,0,0,0,0,5,8,1,0,5,0,2,3,4,5,2,1,1,6,53,5,0,2,0,0,0,4,3,7,0,9,5,1,25,0,0,5,0,6,1,29,0,4,0,1,3,2,8,12,25,11,1,6,12,0,1,0,0,0,0,0,2,1,36,33,2,36,12,0,56,11,0,14,16,13,6
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,oralis,Neisseria_oralis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,subflava,Neisseria_subflava,1,0,9,3,0,0,0,0,0,0,0,2,0,0,4,0,0,2,0,2,0,1,1,0,9,1,0,0,0,1,1,1,1,1,0,1,0,2,4,0,0,3,0,0,1,7,0,1,0,0,1,0,0,1,15,1,0,0,1,0,0,0,0,0,1,2,0,0,8,10,1,13,3,1,11,2,0,1,6,3,2
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptuniibacter,caesariensis,Neptuniibacter_caesariensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Nevskia,ramosa,Nevskia_ramosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Nicoletella,semolina,Nicoletella_semolina,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Nitratifractor,salsuginis,Nitratifractor_salsuginis,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,pacificus,Nitratireductor_pacificus,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Bacteria,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Nitritalea,halalkaliphila,Nitritalea_halalkaliphila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Nitrobacteria,hamadaniensis,Nitrobacteria_hamadaniensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,cryotolerans,Nitrosomonas_cryotolerans,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,halophila,Nitrosomonas_halophila,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,marina,Nitrosomonas_marina,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,nitrosa,Nitrosomonas_nitrosa,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,oligotropha,Nitrosomonas_oligotropha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,tenuis,Nitrosovibrio_tenuis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bacteria,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,calida,Nitrospira_calida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardiaceae,Nocardia,concava,Nocardia_concava,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,daphniae,Nocardioides_daphniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,dilutus,Nocardioides_dilutus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,furvisabuli,Nocardioides_furvisabuli,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,insulae,Nocardioides_insulae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,plantarum,Nocardioides_plantarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
