sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids,study_id
ERS2640902,B2gR1-2_Exp1,SAMEA4821012,Primer B2 Experiment 1 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729929,MGYS00001910
ERS2640903,B2gR1-2_Exp2,SAMEA4821013,Primer B2 Experiment 2 SRT 1 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729930,MGYS00001910
ERS2640904,B2gR1-3_Exp1,SAMEA4821014,Primer B2 Experiment 1 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729931,MGYS00001910
ERS2640905,B2gR1-3_Exp2,SAMEA4821015,Primer B2 Experiment 2 SRT 1 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729932,MGYS00001910
ERS2640906,B2gR2-1_Exp1,SAMEA4821016,Primer B2 Experiment 1 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729933,MGYS00001910
ERS2640907,B2gR2-1_Exp2,SAMEA4821017,Primer B2 Experiment 2 SRT 3 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729934,MGYS00001910
ERS2640908,B2gR2-2_Exp1,SAMEA4821018,Primer B2 Experiment 1 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729935,MGYS00001910
ERS2640909,B2gR2-2_Exp2,SAMEA4821019,Primer B2 Experiment 2 SRT 3 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729936,MGYS00001910
ERS2640910,B2gR2-3_Exp1,SAMEA4821020,Primer B2 Experiment 1 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729937,MGYS00001910
ERS2640911,B2gR2-3_Exp2,SAMEA4821021,Primer B2 Experiment 2 SRT 3 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729938,MGYS00001910
ERS2640912,B2gR3-1_Exp1,SAMEA4821022,Primer B2 Experiment 1 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729939,MGYS00001910
ERS2640913,B2gR3-1_Exp2,SAMEA4821023,Primer B2 Experiment 2 SRT 5 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729940,MGYS00001910
ERS2640914,B2gR3-2_Exp1,SAMEA4821024,Primer B2 Experiment 1 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729941,MGYS00001910
ERS2640915,B2gR3-2_Exp2,SAMEA4821025,Primer B2 Experiment 2 SRT 5 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729942,MGYS00001910
ERS2640916,B2gR3-3_Exp1,SAMEA4821026,Primer B2 Experiment 1 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729943,MGYS00001910
ERS2640917,B2gR3-3_Exp2,SAMEA4821027,Primer B2 Experiment 2 SRT 5 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729944,MGYS00001910
ERS2640918,B2gR4-1_Exp1,SAMEA4821028,Primer B2 Experiment 1 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729945,MGYS00001910
ERS2640919,B2gR4-1_Exp2,SAMEA4821029,Primer B2 Experiment 2 SRT 7 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729946,MGYS00001910
ERS2640920,B2gR4-2_Exp1,SAMEA4821030,Primer B2 Experiment 1 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729947,MGYS00001910
ERS2640921,B2gR4-2_Exp2,SAMEA4821031,Primer B2 Experiment 2 SRT 7 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729948,MGYS00001910
ERS2640922,B2gR4-3_Exp1,SAMEA4821032,Primer B2 Experiment 1 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729949,MGYS00001910
ERS2640923,B2gR4-3_Exp2,SAMEA4821033,Primer B2 Experiment 2 SRT 7 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729950,MGYS00001910
ERS2640924,B2gR5-1_Exp1,SAMEA4821034,Primer B2 Experiment 1 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729951,MGYS00001910
ERS2640925,B2gR5-1_Exp2,SAMEA4821035,Primer B2 Experiment 2 SRT 10 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729952,MGYS00001910
ERS2640926,B2gR5-2_Exp1,SAMEA4821036,Primer B2 Experiment 1 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729953,MGYS00001910
ERS2640927,B2gR5-2_Exp2,SAMEA4821037,Primer B2 Experiment 2 SRT 10 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729954,MGYS00001910
ERS2640928,B2gR5-3_Exp1,SAMEA4821038,Primer B2 Experiment 1 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729955,MGYS00001910
ERS2640929,B2gR5-3_Exp2,SAMEA4821039,Primer B2 Experiment 2 SRT 10 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729956,MGYS00001910
ERS2640930,B2gR6-1_Exp1,SAMEA4821040,Primer B2 Experiment 1 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729957,MGYS00001910
ERS2640931,B2gR6-1_Exp2,SAMEA4821041,Primer B2 Experiment 2 SRT 15 day gDNA replicate 1,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729958,MGYS00001910
ERS2640932,B2gR6-2_Exp1,SAMEA4821042,Primer B2 Experiment 1 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729959,MGYS00001910
ERS2640933,B2gR6-2_Exp2,SAMEA4821043,Primer B2 Experiment 2 SRT 15 day gDNA replicate 2,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729960,MGYS00001910
ERS2640934,B2gR6-3_Exp1,SAMEA4821044,Primer B2 Experiment 1 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729961,MGYS00001910
ERS2640935,B2gR6-3_Exp2,SAMEA4821045,Primer B2 Experiment 2 SRT 15 day gDNA replicate 3,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729962,MGYS00001910
ERS2640936,B2-NEG_Exp2,SAMEA4821046,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729963,MGYS00001910
ERS2640937,B2pos-1_Exp1,SAMEA4821047,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729964,MGYS00001910
ERS2640938,B2pos-2_Exp1,SAMEA4821048,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729965,MGYS00001910
ERS2640939,B2pos-3_Exp1,SAMEA4821049,Primer B2 Experiment 1 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729966,MGYS00001910
ERS2640940,cNegA_Exp2,SAMEA4821050,Primer B2 Experiment 2 Negative Control cDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729967,MGYS00001910
ERS2640941,cNegB_Exp2,SAMEA4821051,Primer B2 Experiment 2 Negative Control cDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729968,MGYS00001910
ERS2640942,gM1_Exp2,SAMEA4821052,Primer B2 Experiment 2 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729969,MGYS00001910
ERS2640943,gM2_Exp2,SAMEA4821053,Primer B2 Experiment 2 Positive Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729970,MGYS00001910
ERS2640944,gNegA_Exp2,SAMEA4821054,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729971,MGYS00001910
ERS2640945,gNegB_Exp2,SAMEA4821055,Primer B2 Experiment 2 Negative Control gDNA,47.4055,8.5976,Switzerland,wastewater treatment plant,sewage,sludge,ERR2729972,MGYS00001910
ERS1864879,Exp1_R1_SRT1,SAMEA104205861,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088984,MGYS00001910
ERS1864880,Exp1_R2_SRT3,SAMEA104205862,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088985,MGYS00001910
ERS1864881,Exp1_R3_SRT5,SAMEA104205863,Sequencing batch reactor sludge retention time 5 days,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088986,MGYS00001910
ERS1864882,Exp1_R4_SRT7,SAMEA104205864,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088987,MGYS00001910
ERS1864883,Exp1_R5_SRT10,SAMEA104205865,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088988,MGYS00001910
ERS1864884,Exp1_R6_SRT15,SAMEA104205866,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088989,MGYS00001910
ERS1864885,Exp2_R1_SRT1,SAMEA104205867,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 1 day. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088990,MGYS00001910
ERS1864886,Exp2_R2_SRT3,SAMEA104205868,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 3 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088991,MGYS00001910
ERS1864887,Exp2_R3_SRT5,SAMEA104205869,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 5 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088992,MGYS00001910
ERS1864888,Exp2_R4_SRT7,SAMEA104205870,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 7 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088993,MGYS00001910
ERS1864889,Exp2_R5_SRT10,SAMEA104205871,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 10 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088994,MGYS00001910
ERS1864890,Exp2_R6_SRT15,SAMEA104205872,A sequencing batch reactor operating with sludge originating from the Niderglatt WWTP was operated with a sludge retention time of 15 days. Samples were withdrawn after exposing the reactor to a set of micropollutants.,47.5005,8.4953,Switzerland,wastewater treatment plant,sewage,sludge,ERR2088995,MGYS00001910
,,,,,,,,,,,MGYS00001910
ERS2488841,CROATIA1,SAMEA4668225,Croatian wastewater treatment sludge,45.7897,16.0823,Croatia,Sludge,Wastewater treatment plant,sludge,ERR2586215,MGYS00002383
ERS2488842,CROATIA2,SAMEA4668226,Croatian wastewater treatment sludge,45.7897,16.0823,Croatia,Sludge,Wastewater treatment plant,sludge,ERR2586216,MGYS00002383
ERS2488843,CROATIA3,SAMEA4668227,Croatian wastewater treatment sludge,45.7897,16.0823,Croatia,Sludge,Wastewater treatment plant,sludge,ERR2586217,MGYS00002383
ERS2488844,CROATIA4,SAMEA4668228,Croatian wastewater treatment sludge,45.7897,16.0823,Croatia,Sludge,Wastewater treatment plant,sludge,ERR2586218,MGYS00002383
ERS2488845,CROATIA5,SAMEA4668229,Croatian wastewater treatment sludge,45.7897,16.0823,Croatia,Sludge,Wastewater treatment plant,sludge,ERR2586219,MGYS00002383
ERS2488846,CROATIA6,SAMEA4668230,Croatian wastewater treatment sludge,45.7897,16.0823,Croatia,Sludge,Wastewater treatment plant,sludge,ERR2586220,MGYS00002383
SRS1791804,Gp0138812,SAMN05720167,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC075_MetaG,37.8,-122.27,USA,,,,ERZ778036,MGYS00004765
SRS1687462,Gp0138811,SAMN05720219,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC073_MetaG,37.8,-122.27,USA,,,,ERZ795029,MGYS00004910
SRS1791740,Gp0138830,SAMN05720227,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC052_MetaG,42.12,-87.65,USA,,,,ERZ795056,MGYS00004929
SRS1791744,Gp0138819,SAMN05720168,Active sludge microbial communities of municipal wastewater-treating anaerobic digesters from USA - AD_UKC045_MetaG,40.12,-87.63,USA,,,,ERZ795059,MGYS00004932
SRS1792068,Gp0141809,SAMN05720189,"Anaerobic biogas reactor microbial communites from Washington, USA - Biogas_R1 time_0 SIP DNA",47.6525,-122.3049,"USA:Washington, USA",,,,ERZ795066,MGYS00004939
