analysis_id,sample_id,assembly_run_id,experiment_type,pipeline_version,instrument_platform,study_id,bioproject,study_name,n_samples,centre_name,biomes
MGYA00377459,ERS2758580,ERR2814645,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377460,ERS2758581,ERR2814646,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377461,ERS2758582,ERR2814647,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377462,ERS2758583,ERR2814648,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377463,ERS2758584,ERR2814649,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377464,ERS2758585,ERR2814650,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377465,ERS2758586,ERR2814651,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377466,ERS2758587,ERR2814652,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377467,ERS2758588,ERR2814653,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377468,ERS2758589,ERR2814654,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377469,ERS2758590,ERR2814655,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377470,ERS2758591,ERR2814656,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377471,ERS2758592,ERR2814657,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377472,ERS2758593,ERR2814658,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377473,ERS2758594,ERR2814659,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377474,ERS2758595,ERR2814660,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377475,ERS2758596,ERR2814661,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377476,ERS2758597,ERR2814662,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377477,ERS2758598,ERR2814663,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377478,ERS2758599,ERR2814664,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377479,ERS2758600,ERR2814665,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377480,ERS2758601,ERR2814666,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377481,ERS2758602,ERR2814667,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377482,ERS2758603,ERR2814668,metagenomic,4.1,unspecified,MGYS00005056,PRJEB28815,Resistflow-INF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377505,ERS2967391,ERR2985255,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377506,ERS2967392,ERR2985256,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377507,ERS2967393,ERR2985257,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377508,ERS2967394,ERR2985258,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377509,ERS2967395,ERR2985259,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377510,ERS2967396,ERR2985260,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377511,ERS2967397,ERR2985261,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377512,ERS2967398,ERR2985262,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377513,ERS2967399,ERR2985263,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377514,ERS2967400,ERR2985264,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377515,ERS2967401,ERR2985265,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377516,ERS2967402,ERR2985266,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377517,ERS2967403,ERR2985267,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377518,ERS2967404,ERR2985268,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377519,ERS2967405,ERR2985269,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377520,ERS2967406,ERR2985270,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377521,ERS2967407,ERR2985271,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377522,ERS2967408,ERR2985272,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377523,ERS2967409,ERR2985273,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377524,ERS2967410,ERR2985274,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377525,ERS2967411,ERR2985275,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377526,ERS2967412,ERR2985276,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377527,ERS2967413,ERR2985277,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00377528,ERS2967414,ERR2985278,metagenomic,4.1,unspecified,MGYS00005058,PRJEB30264,Resistflow-EFF-DNA data,24,eawag,root:Engineered:Wastewater
MGYA00433077,SRS2236839,ERZ781398,assembly,4.1,Illumina HiSeq 2500,MGYS00005279,PRJEB29847,"EMG produced TPA metagenomics assembly of the Wastewater bioreactor microbial communities from Cape Town, South Africa - Thiocy_expt_500_biof metagenome (wastewater metagenome) data set.",1,EMG,root:Engineered:Wastewater
MGYA00511014,SRS2236839,ERZ781399,assembly,4.1,Illumina HiSeq 2500,MGYS00005279,PRJEB29847,"EMG produced TPA metagenomics assembly of the Wastewater bioreactor microbial communities from Cape Town, South Africa - Thiocy_expt_500_biof metagenome (wastewater metagenome) data set.",1,EMG,root:Engineered:Wastewater
MGYA00520856,ERS1215573,ERZ1023622,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520859,ERS1217112,ERZ1023696,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520871,ERS1909456,ERZ1026814,assembly,4.1,Illumina MiSeq,MGYS00005431,PRJEB33270,EMG produced TPA metagenomics assembly of the PRJEB22104 data set (Unusual ecophysiology of Candidate phylum Acetothermia bacteria associated with anaerobic digesters revealed by complete genome sequencing and advanced in situ microscopy).,6,EMG,root:Engineered:Wastewater
MGYA00520872,ERS1909455,ERZ1026810,assembly,4.1,Illumina MiSeq,MGYS00005431,PRJEB33270,EMG produced TPA metagenomics assembly of the PRJEB22104 data set (Unusual ecophysiology of Candidate phylum Acetothermia bacteria associated with anaerobic digesters revealed by complete genome sequencing and advanced in situ microscopy).,6,EMG,root:Engineered:Wastewater
MGYA00520873,ERS1909453,ERZ1026800,assembly,4.1,Illumina HiSeq 2500,MGYS00005431,PRJEB33270,EMG produced TPA metagenomics assembly of the PRJEB22104 data set (Unusual ecophysiology of Candidate phylum Acetothermia bacteria associated with anaerobic digesters revealed by complete genome sequencing and advanced in situ microscopy).,6,EMG,root:Engineered:Wastewater
MGYA00520874,ERS1909452,ERZ1026796,assembly,4.1,Illumina HiSeq 2500,MGYS00005431,PRJEB33270,EMG produced TPA metagenomics assembly of the PRJEB22104 data set (Unusual ecophysiology of Candidate phylum Acetothermia bacteria associated with anaerobic digesters revealed by complete genome sequencing and advanced in situ microscopy).,6,EMG,root:Engineered:Wastewater
MGYA00520877,ERS1217115,ERZ1023710,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520878,ERS1215585,ERZ1023681,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520879,ERS1215579,ERZ1023652,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520883,ERS1909454,ERZ1026805,assembly,4.1,Illumina HiSeq 2500,MGYS00005431,PRJEB33270,EMG produced TPA metagenomics assembly of the PRJEB22104 data set (Unusual ecophysiology of Candidate phylum Acetothermia bacteria associated with anaerobic digesters revealed by complete genome sequencing and advanced in situ microscopy).,6,EMG,root:Engineered:Wastewater
MGYA00520884,ERS1909451,ERZ1026792,assembly,4.1,Illumina HiSeq 2500,MGYS00005431,PRJEB33270,EMG produced TPA metagenomics assembly of the PRJEB22104 data set (Unusual ecophysiology of Candidate phylum Acetothermia bacteria associated with anaerobic digesters revealed by complete genome sequencing and advanced in situ microscopy).,6,EMG,root:Engineered:Wastewater
MGYA00520891,SRS3323770,ERZ869925,assembly,4.1,Illumina HiSeq 4000,MGYS00005435,PRJEB32216,EMG produced TPA metagenomics assembly of the PRJNA472060 data set (Reclaimed water Metagenome).,5,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520911,ERS1243518,ERZ1023860,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520912,ERS1243517,ERZ1023856,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520913,ERS1230368,ERZ1023806,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520941,ERS1230346,ERZ1023765,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520942,ERS1230338,ERZ1023745,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520967,ERS1230364,ERZ1023787,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520968,ERS1217117,ERZ1023721,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520969,ERS1217111,ERZ1023689,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520970,ERS1215583,ERZ1023671,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520971,ERS1215577,ERZ1023642,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520972,ERS1215576,ERZ1023637,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00520987,SRS3323772,ERZ869921,assembly,4.1,Illumina HiSeq 4000,MGYS00005435,PRJEB32216,EMG produced TPA metagenomics assembly of the PRJNA472060 data set (Reclaimed water Metagenome).,5,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521002,ERS1234043,ERZ1023811,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521003,ERS1230349,ERZ1023773,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521026,ERS1243521,ERZ1023875,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521027,ERS1234046,ERZ1023827,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521028,ERS1217113,ERZ1023700,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521029,ERS1215582,ERZ1023667,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521047,SRS3323773,ERZ869907,assembly,4.1,Illumina HiSeq 4000,MGYS00005435,PRJEB32216,EMG produced TPA metagenomics assembly of the PRJNA472060 data set (Reclaimed water Metagenome).,5,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521065,ERS1243519,ERZ1023864,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521066,ERS1234044,ERZ1023815,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521067,ERS1230336,ERZ1023737,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521068,ERS1215581,ERZ1023661,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521069,ERS1215580,ERZ1023656,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521070,ERS1215574,ERZ1023628,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521085,ERS1230350,ERZ1023777,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521086,ERS1230339,ERZ1023750,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521146,ERS1243520,ERZ1023868,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521147,ERS1243516,ERZ1023851,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521148,ERS1243514,ERZ1023844,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521149,ERS1243513,ERZ1023840,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521150,ERS1234045,ERZ1023821,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521151,ERS1230345,ERZ1023760,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521152,ERS1230340,ERZ1023755,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521153,ERS1217119,ERZ1023731,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521154,ERS1217116,ERZ1023716,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521155,ERS1217114,ERZ1023705,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521156,ERS1215584,ERZ1023675,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521203,SRS3323774,ERZ869911,assembly,4.1,Illumina HiSeq 4000,MGYS00005435,PRJEB32216,EMG produced TPA metagenomics assembly of the PRJNA472060 data set (Reclaimed water Metagenome).,5,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521218,ERS1243522,ERZ1023879,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521219,ERS1243515,ERZ1023847,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521220,ERS1243512,ERZ1023836,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521221,ERS1243510,ERZ1023831,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521222,ERS1230367,ERZ1023802,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521223,ERS1230366,ERZ1023799,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521224,ERS1230365,ERZ1023794,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521225,ERS1230347,ERZ1023769,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521226,ERS1230337,ERZ1023741,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521227,ERS1217118,ERZ1023726,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521228,ERS1215586,ERZ1023685,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521229,ERS1215578,ERZ1023647,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521230,ERS1215575,ERZ1023632,assembly,4.1,Illumina MiSeq,MGYS00005418,PRJEB33180,EMG produced TPA metagenomics assembly of the PRJEB13832 data set (Local surveillance of infectious diseases and antimicrobial resistance from sewage).,54,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00521294,SRS3323771,ERZ869929,assembly,4.1,Illumina HiSeq 4000,MGYS00005435,PRJEB32216,EMG produced TPA metagenomics assembly of the PRJNA472060 data set (Reclaimed water Metagenome).,5,EMG,root:Engineered:Wastewater:Water and sludge
MGYA00136566,ERS1874632,ERZ478770,assembly,4.0,Illumina Hiseq 2000,MGYS00001976,PRJEB22150,Metagenome Analysis of palm oil mill effluent,1,International Islamic University of Malaysia,root:Engineered:Wastewater:Industrial wastewater:Agricultural wastewater
